Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,all_symptoms
Tonsillitis,nosebleeds,crusting_in_nose,fever,watery_eyes,nasal_congestion,fatigue,postnasal_drip,loss_of_smell,"['nosebleeds', 'crusting_in_nose', 'fever', 'watery_eyes', 'nasal_congestion', 'fatigue', 'postnasal_drip', 'loss_of_smell']"
Deviated Septum,nosebleeds,fever,headache,pus_discharge,red_tonsils,redness_ear_canal,postnasal_drip,loss_of_smell,"['nosebleeds', 'fever', 'headache', 'pus_discharge', 'red_tonsils', 'redness_ear_canal', 'postnasal_drip', 'loss_of_smell']"
Otitis Externa,nasal_obstruction,runny_nose,facial_pain,fluid_discharge,red_tonsils,fatigue,ear_tugging,loss_of_smell,"['nasal_obstruction', 'runny_nose', 'facial_pain', 'fluid_discharge', 'red_tonsils', 'fatigue', 'ear_tugging', 'loss_of_smell']"
Otitis Media,sneezing,fever,itchy_nose,facial_pain,red_tonsils,white_patches_throat,loss_of_balance,loss_of_smell,"['sneezing', 'fever', 'itchy_nose', 'facial_pain', 'red_tonsils', 'white_patches_throat', 'loss_of_balance', 'loss_of_smell']"
Epistaxis,ear_itching,runny_nose,facial_pain,blood_in_nasal_discharge,nasal_congestion,postnasal_drip,ear_tugging,loss_of_smell,"['ear_itching', 'runny_nose', 'facial_pain', 'blood_in_nasal_discharge', 'nasal_congestion', 'postnasal_drip', 'ear_tugging', 'loss_of_smell']"
Otitis Externa,sneezing,loss_of_voice,nasal_irritation,watery_eyes,red_tonsils,white_patches_throat,itchy_throat,loss_of_smell,"['sneezing', 'loss_of_voice', 'nasal_irritation', 'watery_eyes', 'red_tonsils', 'white_patches_throat', 'itchy_throat', 'loss_of_smell']"
Otitis Media,nosebleeds,ear_pain,hearing_loss,swollen_lymph_nodes,irritability,redness_ear_canal,loss_of_balance,loss_of_smell,"['nosebleeds', 'ear_pain', 'hearing_loss', 'swollen_lymph_nodes', 'irritability', 'redness_ear_canal', 'loss_of_balance', 'loss_of_smell']"
Otitis Media,hoarseness,fever,hearing_loss,thick_nasal_discharge,hearing_difficulty,redness_ear_canal,itchy_throat,loss_of_smell,"['hoarseness', 'fever', 'hearing_loss', 'thick_nasal_discharge', 'hearing_difficulty', 'redness_ear_canal', 'itchy_throat', 'loss_of_smell']"
Otitis Externa,hoarseness,tinnitus,sore_throat,dry_cough,red_tonsils,vomiting,ear_tugging,loss_of_smell,"['hoarseness', 'tinnitus', 'sore_throat', 'dry_cough', 'red_tonsils', 'vomiting', 'ear_tugging', 'loss_of_smell']"
Sinusitis,ear_pain,crusting_in_nose,sore_throat,watery_eyes,throat_irritation,loss_of_balance,loss_of_balance,loss_of_smell,"['ear_pain', 'crusting_in_nose', 'sore_throat', 'watery_eyes', 'throat_irritation', 'loss_of_balance', 'loss_of_balance', 'loss_of_smell']"
Allergic Rhinitis,ear_itching,tinnitus,hearing_loss,ear_fullness,red_tonsils,vomiting,headache,loss_of_smell,"['ear_itching', 'tinnitus', 'hearing_loss', 'ear_fullness', 'red_tonsils', 'vomiting', 'headache', 'loss_of_smell']"
Deviated Septum,nasal_obstruction,tinnitus,sore_throat,facial_pain,snoring,vomiting,ear_tugging,loss_of_smell,"['nasal_obstruction', 'tinnitus', 'sore_throat', 'facial_pain', 'snoring', 'vomiting', 'ear_tugging', 'loss_of_smell']"
Epistaxis,sore_throat,runny_nose,hearing_loss,dry_cough,snoring,breathing_difficulty,ear_tugging,loss_of_smell,"['sore_throat', 'runny_nose', 'hearing_loss', 'dry_cough', 'snoring', 'breathing_difficulty', 'ear_tugging', 'loss_of_smell']"
Epistaxis,nasal_obstruction,tinnitus,itchy_nose,facial_pain,fever,white_patches_throat,itchy_throat,loss_of_smell,"['nasal_obstruction', 'tinnitus', 'itchy_nose', 'facial_pain', 'fever', 'white_patches_throat', 'itchy_throat', 'loss_of_smell']"
Sinusitis,ringing_in_ears,fever,hearing_loss,facial_pain,snoring,white_patches_throat,ear_tugging,loss_of_smell,"['ringing_in_ears', 'fever', 'hearing_loss', 'facial_pain', 'snoring', 'white_patches_throat', 'ear_tugging', 'loss_of_smell']"
Tonsillitis,nasal_obstruction,ear_pain,fever,ear_fullness,snoring,redness_ear_canal,itchy_throat,loss_of_smell,"['nasal_obstruction', 'ear_pain', 'fever', 'ear_fullness', 'snoring', 'redness_ear_canal', 'itchy_throat', 'loss_of_smell']"
Deviated Septum,vertigo,recurrent_sinus_infections,swelling_ear_canal,disturbed_sleep,snoring,white_patches_throat,itchy_throat,loss_of_smell,"['vertigo', 'recurrent_sinus_infections', 'swelling_ear_canal', 'disturbed_sleep', 'snoring', 'white_patches_throat', 'itchy_throat', 'loss_of_smell']"
Deviated Septum,nasal_congestion,runny_nose,hearing_difficulty,dry_cough,throat_irritation,postnasal_drip,headache,loss_of_smell,"['nasal_congestion', 'runny_nose', 'hearing_difficulty', 'dry_cough', 'throat_irritation', 'postnasal_drip', 'headache', 'loss_of_smell']"
Tonsillitis,ear_pain,difficulty_swallowing,nasal_irritation,swollen_lymph_nodes,fever,redness_ear_canal,headache,loss_of_smell,"['ear_pain', 'difficulty_swallowing', 'nasal_irritation', 'swollen_lymph_nodes', 'fever', 'redness_ear_canal', 'headache', 'loss_of_smell']"
Otitis Media,nosebleeds,tinnitus,swelling_ear_canal,pus_discharge,hearing_difficulty,postnasal_drip,postnasal_drip,loss_of_smell,"['nosebleeds', 'tinnitus', 'swelling_ear_canal', 'pus_discharge', 'hearing_difficulty', 'postnasal_drip', 'postnasal_drip', 'loss_of_smell']"
Otitis Externa,nosebleeds,recurrent_sinus_infections,fever,swollen_lymph_nodes,red_tonsils,redness_ear_canal,headache,loss_of_smell,"['nosebleeds', 'recurrent_sinus_infections', 'fever', 'swollen_lymph_nodes', 'red_tonsils', 'redness_ear_canal', 'headache', 'loss_of_smell']"
Deviated Septum,nasal_obstruction,fever,fever,disturbed_sleep,nasal_congestion,vomiting,loss_of_balance,loss_of_smell,"['nasal_obstruction', 'fever', 'fever', 'disturbed_sleep', 'nasal_congestion', 'vomiting', 'loss_of_balance', 'loss_of_smell']"
Epistaxis,nasal_obstruction,loss_of_voice,fever,disturbed_sleep,fever,vomiting,headache,loss_of_smell,"['nasal_obstruction', 'loss_of_voice', 'fever', 'disturbed_sleep', 'fever', 'vomiting', 'headache', 'loss_of_smell']"
Tinnitus,sore_throat,ear_pain,hearing_loss,ear_fullness,snoring,vomiting,loss_of_balance,loss_of_smell,"['sore_throat', 'ear_pain', 'hearing_loss', 'ear_fullness', 'snoring', 'vomiting', 'loss_of_balance', 'loss_of_smell']"
Sinusitis,sneezing,tinnitus,hearing_difficulty,fluid_discharge,nasal_congestion,vomiting,headache,loss_of_smell,"['sneezing', 'tinnitus', 'hearing_difficulty', 'fluid_discharge', 'nasal_congestion', 'vomiting', 'headache', 'loss_of_smell']"
Sinusitis,vertigo,buzzing_in_ears,sore_throat,disturbed_sleep,nasal_congestion,fatigue,headache,loss_of_smell,"['vertigo', 'buzzing_in_ears', 'sore_throat', 'disturbed_sleep', 'nasal_congestion', 'fatigue', 'headache', 'loss_of_smell']"
Tinnitus,vertigo,recurrent_sinus_infections,swelling_ear_canal,swollen_lymph_nodes,throat_irritation,loss_of_balance,ear_tugging,loss_of_smell,"['vertigo', 'recurrent_sinus_infections', 'swelling_ear_canal', 'swollen_lymph_nodes', 'throat_irritation', 'loss_of_balance', 'ear_tugging', 'loss_of_smell']"
Sinusitis,sneezing,tinnitus,hearing_difficulty,fluid_discharge,nasal_congestion,vomiting,headache,loss_of_smell,"['sneezing', 'tinnitus', 'hearing_difficulty', 'fluid_discharge', 'nasal_congestion', 'vomiting', 'headache', 'loss_of_smell']"
Meniere’s Disease,ringing_in_ears,loss_of_voice,facial_pain,fluid_discharge,fever,loss_of_balance,loss_of_balance,loss_of_smell,"['ringing_in_ears', 'loss_of_voice', 'facial_pain', 'fluid_discharge', 'fever', 'loss_of_balance', 'loss_of_balance', 'loss_of_smell']"
Laryngitis,nasal_congestion,loss_of_voice,nasal_irritation,facial_pain,nasal_congestion,loss_of_balance,headache,loss_of_smell,"['nasal_congestion', 'loss_of_voice', 'nasal_irritation', 'facial_pain', 'nasal_congestion', 'loss_of_balance', 'headache', 'loss_of_smell']"
Allergic Rhinitis,ringing_in_ears,runny_nose,headache,fluid_discharge,snoring,fatigue,ear_tugging,loss_of_smell,"['ringing_in_ears', 'runny_nose', 'headache', 'fluid_discharge', 'snoring', 'fatigue', 'ear_tugging', 'loss_of_smell']"
Meniere’s Disease,ringing_in_ears,loss_of_voice,facial_pain,fluid_discharge,fever,loss_of_balance,loss_of_balance,loss_of_smell,"['ringing_in_ears', 'loss_of_voice', 'facial_pain', 'fluid_discharge', 'fever', 'loss_of_balance', 'loss_of_balance', 'loss_of_smell']"
Deviated Septum,ringing_in_ears,runny_nose,facial_pain,disturbed_sleep,throat_irritation,vomiting,postnasal_drip,loss_of_smell,"['ringing_in_ears', 'runny_nose', 'facial_pain', 'disturbed_sleep', 'throat_irritation', 'vomiting', 'postnasal_drip', 'loss_of_smell']"
Sinusitis,hoarseness,recurrent_sinus_infections,swelling_ear_canal,swollen_lymph_nodes,irritability,breathing_difficulty,itchy_throat,loss_of_smell,"['hoarseness', 'recurrent_sinus_infections', 'swelling_ear_canal', 'swollen_lymph_nodes', 'irritability', 'breathing_difficulty', 'itchy_throat', 'loss_of_smell']"
Deviated Septum,nasal_obstruction,fever,hearing_loss,disturbed_sleep,irritability,loss_of_balance,headache,loss_of_smell,"['nasal_obstruction', 'fever', 'hearing_loss', 'disturbed_sleep', 'irritability', 'loss_of_balance', 'headache', 'loss_of_smell']"
Allergic Rhinitis,ear_itching,tinnitus,hearing_loss,ear_fullness,red_tonsils,vomiting,headache,loss_of_smell,"['ear_itching', 'tinnitus', 'hearing_loss', 'ear_fullness', 'red_tonsils', 'vomiting', 'headache', 'loss_of_smell']"
Meniere’s Disease,vertigo,loss_of_voice,sore_throat,thick_nasal_discharge,nasal_congestion,loss_of_balance,headache,loss_of_smell,"['vertigo', 'loss_of_voice', 'sore_throat', 'thick_nasal_discharge', 'nasal_congestion', 'loss_of_balance', 'headache', 'loss_of_smell']"
Allergic Rhinitis,ear_pain,ear_pain,nasal_irritation,disturbed_sleep,irritability,breathing_difficulty,postnasal_drip,loss_of_smell,"['ear_pain', 'ear_pain', 'nasal_irritation', 'disturbed_sleep', 'irritability', 'breathing_difficulty', 'postnasal_drip', 'loss_of_smell']"
Deviated Septum,vertigo,difficulty_swallowing,fever,facial_pain,nasal_congestion,white_patches_throat,headache,loss_of_smell,"['vertigo', 'difficulty_swallowing', 'fever', 'facial_pain', 'nasal_congestion', 'white_patches_throat', 'headache', 'loss_of_smell']"
Tinnitus,hoarseness,recurrent_sinus_infections,sore_throat,ear_fullness,throat_irritation,postnasal_drip,headache,loss_of_smell,"['hoarseness', 'recurrent_sinus_infections', 'sore_throat', 'ear_fullness', 'throat_irritation', 'postnasal_drip', 'headache', 'loss_of_smell']"
Meniere’s Disease,ringing_in_ears,tinnitus,hearing_loss,watery_eyes,nausea,postnasal_drip,postnasal_drip,loss_of_smell,"['ringing_in_ears', 'tinnitus', 'hearing_loss', 'watery_eyes', 'nausea', 'postnasal_drip', 'postnasal_drip', 'loss_of_smell']"
Sinusitis,sneezing,tinnitus,headache,watery_eyes,snoring,redness_ear_canal,postnasal_drip,loss_of_smell,"['sneezing', 'tinnitus', 'headache', 'watery_eyes', 'snoring', 'redness_ear_canal', 'postnasal_drip', 'loss_of_smell']"
Sinusitis,sneezing,fever,swelling_ear_canal,disturbed_sleep,nausea,postnasal_drip,ear_tugging,loss_of_smell,"['sneezing', 'fever', 'swelling_ear_canal', 'disturbed_sleep', 'nausea', 'postnasal_drip', 'ear_tugging', 'loss_of_smell']"
Meniere’s Disease,sore_throat,difficulty_swallowing,sore_throat,blood_in_nasal_discharge,red_tonsils,vomiting,itchy_throat,loss_of_smell,"['sore_throat', 'difficulty_swallowing', 'sore_throat', 'blood_in_nasal_discharge', 'red_tonsils', 'vomiting', 'itchy_throat', 'loss_of_smell']"
Epistaxis,vertigo,loss_of_voice,fever,thick_nasal_discharge,nasal_congestion,redness_ear_canal,ear_tugging,loss_of_smell,"['vertigo', 'loss_of_voice', 'fever', 'thick_nasal_discharge', 'nasal_congestion', 'redness_ear_canal', 'ear_tugging', 'loss_of_smell']"
Sinusitis,vertigo,loss_of_voice,headache,blood_in_nasal_discharge,nasal_congestion,breathing_difficulty,itchy_throat,loss_of_smell,"['vertigo', 'loss_of_voice', 'headache', 'blood_in_nasal_discharge', 'nasal_congestion', 'breathing_difficulty', 'itchy_throat', 'loss_of_smell']"
Sinusitis,ear_pain,crusting_in_nose,sore_throat,watery_eyes,throat_irritation,loss_of_balance,loss_of_balance,loss_of_smell,"['ear_pain', 'crusting_in_nose', 'sore_throat', 'watery_eyes', 'throat_irritation', 'loss_of_balance', 'loss_of_balance', 'loss_of_smell']"
Epistaxis,nosebleeds,ear_pain,itchy_nose,pus_discharge,nasal_congestion,loss_of_balance,headache,loss_of_smell,"['nosebleeds', 'ear_pain', 'itchy_nose', 'pus_discharge', 'nasal_congestion', 'loss_of_balance', 'headache', 'loss_of_smell']"
Allergic Rhinitis,nasal_obstruction,headache,headache,pus_discharge,snoring,breathing_difficulty,ear_tugging,loss_of_smell,"['nasal_obstruction', 'headache', 'headache', 'pus_discharge', 'snoring', 'breathing_difficulty', 'ear_tugging', 'loss_of_smell']"
Tinnitus,sneezing,buzzing_in_ears,sore_throat,facial_pain,nausea,vomiting,itchy_throat,loss_of_smell,"['sneezing', 'buzzing_in_ears', 'sore_throat', 'facial_pain', 'nausea', 'vomiting', 'itchy_throat', 'loss_of_smell']"
Meniere’s Disease,sore_throat,crusting_in_nose,swelling_ear_canal,facial_pain,nausea,breathing_difficulty,itchy_throat,loss_of_smell,"['sore_throat', 'crusting_in_nose', 'swelling_ear_canal', 'facial_pain', 'nausea', 'breathing_difficulty', 'itchy_throat', 'loss_of_smell']"
Tonsillitis,sore_throat,recurrent_sinus_infections,fever,dry_cough,nasal_congestion,loss_of_balance,loss_of_balance,loss_of_smell,"['sore_throat', 'recurrent_sinus_infections', 'fever', 'dry_cough', 'nasal_congestion', 'loss_of_balance', 'loss_of_balance', 'loss_of_smell']"
Laryngitis,ear_itching,ear_pain,itchy_nose,watery_eyes,irritability,loss_of_balance,ear_tugging,loss_of_smell,"['ear_itching', 'ear_pain', 'itchy_nose', 'watery_eyes', 'irritability', 'loss_of_balance', 'ear_tugging', 'loss_of_smell']"
Epistaxis,ear_itching,recurrent_sinus_infections,hearing_loss,swollen_lymph_nodes,red_tonsils,white_patches_throat,postnasal_drip,loss_of_smell,"['ear_itching', 'recurrent_sinus_infections', 'hearing_loss', 'swollen_lymph_nodes', 'red_tonsils', 'white_patches_throat', 'postnasal_drip', 'loss_of_smell']"
Allergic Rhinitis,nasal_congestion,buzzing_in_ears,facial_pain,thick_nasal_discharge,nasal_congestion,postnasal_drip,postnasal_drip,loss_of_smell,"['nasal_congestion', 'buzzing_in_ears', 'facial_pain', 'thick_nasal_discharge', 'nasal_congestion', 'postnasal_drip', 'postnasal_drip', 'loss_of_smell']"
Otitis Media,nasal_congestion,loss_of_voice,swelling_ear_canal,thick_nasal_discharge,fever,vomiting,headache,loss_of_smell,"['nasal_congestion', 'loss_of_voice', 'swelling_ear_canal', 'thick_nasal_discharge', 'fever', 'vomiting', 'headache', 'loss_of_smell']"
Otitis Media,ear_pain,loss_of_voice,hearing_difficulty,disturbed_sleep,fever,postnasal_drip,ear_tugging,loss_of_smell,"['ear_pain', 'loss_of_voice', 'hearing_difficulty', 'disturbed_sleep', 'fever', 'postnasal_drip', 'ear_tugging', 'loss_of_smell']"
Tonsillitis,nosebleeds,difficulty_swallowing,hearing_loss,watery_eyes,hearing_difficulty,white_patches_throat,postnasal_drip,loss_of_smell,"['nosebleeds', 'difficulty_swallowing', 'hearing_loss', 'watery_eyes', 'hearing_difficulty', 'white_patches_throat', 'postnasal_drip', 'loss_of_smell']"
Laryngitis,ringing_in_ears,runny_nose,hearing_loss,dry_cough,snoring,fatigue,postnasal_drip,loss_of_smell,"['ringing_in_ears', 'runny_nose', 'hearing_loss', 'dry_cough', 'snoring', 'fatigue', 'postnasal_drip', 'loss_of_smell']"
Meniere’s Disease,sore_throat,crusting_in_nose,swelling_ear_canal,watery_eyes,snoring,breathing_difficulty,loss_of_balance,loss_of_smell,"['sore_throat', 'crusting_in_nose', 'swelling_ear_canal', 'watery_eyes', 'snoring', 'breathing_difficulty', 'loss_of_balance', 'loss_of_smell']"
Tonsillitis,nasal_obstruction,runny_nose,sore_throat,thick_nasal_discharge,hearing_difficulty,fatigue,postnasal_drip,loss_of_smell,"['nasal_obstruction', 'runny_nose', 'sore_throat', 'thick_nasal_discharge', 'hearing_difficulty', 'fatigue', 'postnasal_drip', 'loss_of_smell']"
Otitis Media,nosebleeds,loss_of_voice,swelling_ear_canal,fluid_discharge,snoring,redness_ear_canal,itchy_throat,loss_of_smell,"['nosebleeds', 'loss_of_voice', 'swelling_ear_canal', 'fluid_discharge', 'snoring', 'redness_ear_canal', 'itchy_throat', 'loss_of_smell']"
Tonsillitis,sore_throat,difficulty_swallowing,fever,swollen_lymph_nodes,red_tonsils,white_patches_throat,headache,missing,"['sore_throat', 'difficulty_swallowing', 'fever', 'swollen_lymph_nodes', 'red_tonsils', 'white_patches_throat', 'headache']"
Tinnitus,ear_itching,runny_nose,itchy_nose,fluid_discharge,snoring,vomiting,itchy_throat,loss_of_smell,"['ear_itching', 'runny_nose', 'itchy_nose', 'fluid_discharge', 'snoring', 'vomiting', 'itchy_throat', 'loss_of_smell']"
Sinusitis,vertigo,buzzing_in_ears,sore_throat,disturbed_sleep,nasal_congestion,fatigue,headache,loss_of_smell,"['vertigo', 'buzzing_in_ears', 'sore_throat', 'disturbed_sleep', 'nasal_congestion', 'fatigue', 'headache', 'loss_of_smell']"
Deviated Septum,hoarseness,fever,nasal_irritation,swollen_lymph_nodes,hearing_difficulty,loss_of_balance,loss_of_balance,loss_of_smell,"['hoarseness', 'fever', 'nasal_irritation', 'swollen_lymph_nodes', 'hearing_difficulty', 'loss_of_balance', 'loss_of_balance', 'loss_of_smell']"
Tonsillitis,hoarseness,fever,hearing_difficulty,swollen_lymph_nodes,throat_irritation,redness_ear_canal,headache,loss_of_smell,"['hoarseness', 'fever', 'hearing_difficulty', 'swollen_lymph_nodes', 'throat_irritation', 'redness_ear_canal', 'headache', 'loss_of_smell']"
Tonsillitis,nasal_obstruction,ear_pain,fever,ear_fullness,snoring,redness_ear_canal,itchy_throat,loss_of_smell,"['nasal_obstruction', 'ear_pain', 'fever', 'ear_fullness', 'snoring', 'redness_ear_canal', 'itchy_throat', 'loss_of_smell']"
Meniere’s Disease,ear_itching,runny_nose,hearing_difficulty,watery_eyes,irritability,breathing_difficulty,postnasal_drip,loss_of_smell,"['ear_itching', 'runny_nose', 'hearing_difficulty', 'watery_eyes', 'irritability', 'breathing_difficulty', 'postnasal_drip', 'loss_of_smell']"
Tonsillitis,nasal_congestion,fever,hearing_loss,disturbed_sleep,nausea,white_patches_throat,postnasal_drip,loss_of_smell,"['nasal_congestion', 'fever', 'hearing_loss', 'disturbed_sleep', 'nausea', 'white_patches_throat', 'postnasal_drip', 'loss_of_smell']"
Tinnitus,ringing_in_ears,tinnitus,facial_pain,swollen_lymph_nodes,throat_irritation,fatigue,ear_tugging,loss_of_smell,"['ringing_in_ears', 'tinnitus', 'facial_pain', 'swollen_lymph_nodes', 'throat_irritation', 'fatigue', 'ear_tugging', 'loss_of_smell']"
Otitis Externa,nosebleeds,ear_pain,facial_pain,dry_cough,nasal_congestion,breathing_difficulty,itchy_throat,loss_of_smell,"['nosebleeds', 'ear_pain', 'facial_pain', 'dry_cough', 'nasal_congestion', 'breathing_difficulty', 'itchy_throat', 'loss_of_smell']"
Deviated Septum,vertigo,difficulty_swallowing,itchy_nose,pus_discharge,nasal_congestion,redness_ear_canal,itchy_throat,loss_of_smell,"['vertigo', 'difficulty_swallowing', 'itchy_nose', 'pus_discharge', 'nasal_congestion', 'redness_ear_canal', 'itchy_throat', 'loss_of_smell']"
